transaction_id,customer_id,product_id,product_name,category,quantity,order_date
13925,390,281,Wall Clock,Home & Kitchen,1,2024-10-11
12693,9907,1183,WiFi Router,Electronics,1,2023-12-09
775,9243,140,USB-C Hub,Electronics,1,2024-01-27
11067,368,1295,Desk Lamp,Home & Kitchen,1,2024-10-09
4023,4487,420,Wireless Mouse,Electronics,1,2024-06-02
2819,1476,432,Storage Shelf,Furniture,1,2024-05-22
12087,1273,1173,Bookshelf,Furniture,1,2024-03-26
4459,9260,1066,Mechanical Keyboard,Electronics,1,2024-11-02
7489,1428,943,Desk Organizer,Accessories,1,2023-11-06
6230,1193,41,Wireless Earbuds,Electronics,1,2024-03-01
10439,6574,369,Laptop Sleeve,Accessories,1,2023-12-11
8875,6534,1760,Gaming Keyboard,Electronics,1,2024-09-08
7715,4591,498,File Cabinet,Furniture,1,2024-04-19
408,5481,279,Storage Containers,Home & Kitchen,1,2023-12-26
7473,7619,1972,Microphone,Electronics,1,2024-07-08
641,5270,1424,Portable Charger,Accessories,1,2024-10-13
550,376,864,Toaster Oven,Home & Kitchen,1,2023-12-31
13534,5279,121,Power Strip,Electronics,1,2024-01-26
14375,8727,321,Power Strip,Electronics,1,2024-06-09
6020,1029,664,Toaster Oven,Home & Kitchen,1,2023-12-30
4237,2424,1149,Webcam HD,Electronics,1,2023-11-08
608,1021,18,Monitor Stand,Furniture,1,2024-04-13
7024,643,705,Tablet Stand,Accessories,1,2024-05-19
12907,4474,1611,Gaming Mouse Pad,Accessories,1,2023-11-27
14560,6675,90,USB-C Hub,Electronics,1,2024-04-03
12057,3026,1164,Toaster Oven,Home & Kitchen,1,2023-11-23
11833,2878,215,Laptop Stand,Accessories,1,2024-07-09
9730,2362,1642,Electric Kettle,Home & Kitchen,1,2024-04-14
2682,8540,1420,Wireless Mouse,Electronics,1,2024-02-25
5937,2550,1073,Bookshelf,Furniture,1,2024-06-18
12421,6578,129,Storage Containers,Home & Kitchen,1,2023-12-31
648,7533,984,Air Purifier,Home & Kitchen,1,2024-04-12
13064,3970,861,Gaming Mouse Pad,Accessories,1,2023-11-20
5466,3161,6,Drawer Unit,Furniture,1,2024-06-08
9030,6564,563,Phone Grip,Accessories,1,2023-11-23
14582,8414,1916,Mechanical Keyboard,Electronics,1,2023-11-06
9878,4084,114,Toaster Oven,Home & Kitchen,1,2024-04-26
7219,4522,92,Electric Kettle,Home & Kitchen,1,2024-05-09
14060,2822,722,Microphone,Electronics,1,2024-10-22
2245,6132,98,File Cabinet,Furniture,1,2024-08-03
2858,2489,462,Rice Cooker,Home & Kitchen,1,2024-06-18
11046,7630,1215,Laptop Stand,Accessories,1,2024-06-17
4476,9100,1941,Wireless Earbuds,Electronics,1,2023-11-25
11787,4661,1027,Smart Watch,Electronics,1,2024-10-27
8100,7862,704,Desk Mat,Accessories,1,2024-03-06
4957,5013,1593,Desk Organizer,Accessories,1,2024-07-08
2533,947,1149,Webcam HD,Electronics,1,2024-03-10
2422,10,894,Screen Protector,Accessories,1,2024-02-23
1727,4886,1268,Monitor Stand,Furniture,1,2024-03-23
13492,2785,858,External SSD,Electronics,1,2024-01-19
7752,2235,1773,Bookshelf,Furniture,1,2024-04-13
9990,5066,1245,Desk Lamp,Home & Kitchen,1,2024-08-12
11241,6645,1390,USB-C Hub,Electronics,1,2024-07-10
6967,8758,659,Computer Speakers,Electronics,1,2024-08-12
12372,4530,1491,Wireless Earbuds,Electronics,1,2024-08-11
4522,3280,1176,Noise Cancelling Headset,Electronics,1,2024-01-30
4789,8477,1758,External SSD,Electronics,1,2024-01-12
12321,8713,981,Wall Clock,Home & Kitchen,1,2024-07-28
491,7898,1700,Keyboard Wrist Rest,Accessories,1,2024-01-27
3175,523,1796,4K Monitor,Electronics,1,2024-09-16
9088,5476,839,Wireless Presenter,Electronics,1,2024-06-22
9099,9364,112,Rice Cooker,Home & Kitchen,1,2023-11-21
10917,1370,1872,Microphone,Electronics,1,2024-06-05
7372,7428,55,Tablet Stand,Accessories,1,2024-01-15
976,2411,185,Smartphone Case,Accessories,1,2024-05-05
2232,4214,438,Wireless Charger,Electronics,1,2024-02-07
10234,4583,578,Cable Organizer,Accessories,1,2024-01-24
12045,4079,1205,Tablet Stand,Accessories,1,2024-01-25
8177,8327,996,4K Monitor,Electronics,1,2024-03-07
1891,2296,355,Tablet Stand,Accessories,1,2024-06-10
6448,835,916,Mechanical Keyboard,Electronics,1,2024-01-10
9886,7649,314,Toaster Oven,Home & Kitchen,1,2024-09-02
14622,3924,250,Keyboard Wrist Rest,Accessories,1,2023-12-31
9173,5570,1850,Keyboard Wrist Rest,Accessories,1,2023-12-12
6536,914,375,Bluetooth Headphones,Electronics,1,2024-10-17
1992,4431,1796,4K Monitor,Electronics,1,2024-01-28
14775,953,1092,Electric Kettle,Home & Kitchen,1,2024-11-01
9243,5248,901,Office Chair,Furniture,1,2024-02-01
14441,1090,357,Bath Towels,Home & Kitchen,1,2024-07-29
9139,7418,1334,Air Purifier,Home & Kitchen,1,2023-11-14
10215,6991,343,Desk Organizer,Accessories,1,2023-12-23
3970,8810,1368,Monitor Stand,Furniture,1,2024-10-10
12118,1903,1396,4K Monitor,Electronics,1,2024-10-05
3086,2497,1823,Bookshelf,Furniture,1,2024-01-11
9807,6385,1358,External SSD,Electronics,1,2024-05-02
640,9499,146,4K Monitor,Electronics,1,2024-01-20
4299,2236,1472,Microphone,Electronics,1,2024-10-03
14091,7653,758,External SSD,Electronics,1,2024-02-07
12375,4952,392,Electric Kettle,Home & Kitchen,1,2024-05-01
235,8757,1559,Computer Speakers,Electronics,1,2024-04-25
10757,4236,1135,Smartphone Case,Accessories,1,2024-09-04
8937,2430,1211,Gaming Mouse Pad,Accessories,1,2024-01-19
2053,7373,1254,Desk Mat,Accessories,1,2024-08-25
12679,3879,130,Kitchen Blender,Home & Kitchen,1,2023-12-19
8027,1073,1532,Storage Shelf,Furniture,1,2024-09-30
12059,4751,1523,Bookshelf,Furniture,1,2023-11-12
6231,8202,1687,Throw Pillows,Home & Kitchen,1,2024-02-15
9454,3027,904,Desk Mat,Accessories,1,2024-02-29
7171,9460,1026,Noise Cancelling Headset,Electronics,1,2024-05-15
12622,8741,1000,Keyboard Wrist Rest,Accessories,1,2024-06-24
10745,8848,6,Drawer Unit,Furniture,1,2024-03-29
12212,7302,1261,Gaming Mouse Pad,Accessories,1,2024-05-05
1701,168,919,Laptop Sleeve,Accessories,1,2024-10-17
5448,721,1915,Laptop Stand,Accessories,1,2024-04-21
11402,1418,1490,USB-C Hub,Electronics,1,2024-03-16
9780,4287,1464,Toaster Oven,Home & Kitchen,1,2023-12-21
5966,8432,615,Laptop Stand,Accessories,1,2024-05-20
1465,374,754,Desk Mat,Accessories,1,2024-07-05
13764,5866,1309,Computer Speakers,Electronics,1,2024-07-27
4113,8162,928,Cable Organizer,Accessories,1,2024-07-12
1076,3163,321,Power Strip,Electronics,1,2024-09-18
13704,8096,1896,4K Monitor,Electronics,1,2024-03-03
12259,3023,1653,Document Scanner,Electronics,1,2023-11-13
13488,7286,516,Mechanical Keyboard,Electronics,1,2024-10-28
14888,6846,1174,Portable Charger,Accessories,1,2024-03-16
10280,6564,730,Kitchen Blender,Home & Kitchen,1,2024-04-19
3504,9695,1793,Desk Organizer,Accessories,1,2024-09-24
14893,2086,286,Standing Desk,Furniture,1,2024-09-26
3247,2785,774,Portable Charger,Accessories,1,2024-01-10
7648,9561,405,Tablet Stand,Accessories,1,2024-02-19
13974,9078,1150,Keyboard Wrist Rest,Accessories,1,2023-12-19
10848,793,1994,Screen Protector,Accessories,1,2024-02-14
3480,4106,98,File Cabinet,Furniture,1,2024-04-25
11778,8319,1857,Bath Towels,Home & Kitchen,1,2024-09-27
9988,8169,828,Cable Organizer,Accessories,1,2024-08-27
13767,4978,909,Computer Speakers,Electronics,1,2024-05-15
3168,5977,136,Standing Desk,Furniture,1,2024-06-22
8301,7956,907,Bath Towels,Home & Kitchen,1,2024-07-26
5513,3110,1253,Document Scanner,Electronics,1,2024-04-09
9783,591,1219,Laptop Sleeve,Accessories,1,2024-07-06
6077,6838,1957,Bath Towels,Home & Kitchen,1,2024-04-15
3667,4780,1928,Cable Organizer,Accessories,1,2024-08-18
5238,1862,987,Throw Pillows,Home & Kitchen,1,2024-07-14
1127,4910,1655,Tablet Stand,Accessories,1,2024-05-10
14292,7294,427,Smart Watch,Electronics,1,2024-08-31
10081,8912,823,Bookshelf,Furniture,1,2024-07-09
1409,4419,22,Microphone,Electronics,1,2023-12-22
991,9814,318,Monitor Stand,Furniture,1,2024-06-08
8800,658,1240,USB-C Hub,Electronics,1,2023-11-06
4112,6255,48,File Cabinet,Furniture,1,2024-06-18
5054,398,1068,Monitor Stand,Furniture,1,2024-11-01
7141,2116,520,Wireless Mouse,Electronics,1,2024-07-30
6240,7507,458,External SSD,Electronics,1,2024-04-11
73,4202,499,Webcam HD,Electronics,1,2024-08-29
7019,2945,1353,Document Scanner,Electronics,1,2024-01-21
39,2981,1171,Power Strip,Electronics,1,2024-06-24
7301,4261,1113,Phone Grip,Accessories,1,2023-12-24
5868,4906,1915,Laptop Stand,Accessories,1,2024-10-11
1686,4509,498,File Cabinet,Furniture,1,2023-12-15
2041,8738,1096,4K Monitor,Electronics,1,2023-11-18
7449,7880,143,Desk Organizer,Accessories,1,2023-12-01
7373,6408,1148,File Cabinet,Furniture,1,2023-11-15
2398,1082,571,Power Strip,Electronics,1,2024-04-09
6002,8946,1370,Wireless Mouse,Electronics,1,2024-08-29
814,6766,1238,Wireless Charger,Electronics,1,2024-05-11
10990,5661,396,4K Monitor,Electronics,1,2024-06-03
9179,8822,726,Noise Cancelling Headset,Electronics,1,2024-08-02
13881,5828,1284,Air Purifier,Home & Kitchen,1,2024-04-23
47,8932,1537,Throw Pillows,Home & Kitchen,1,2023-12-28
14412,2202,1656,Drawer Unit,Furniture,1,2023-12-08
11071,6349,1082,Storage Shelf,Furniture,1,2024-07-11
1684,8760,1097,Water Bottle,Home & Kitchen,1,2024-08-28
14528,9084,220,Wireless Mouse,Electronics,1,2024-10-25
3355,4227,593,Desk Organizer,Accessories,1,2024-10-17
11170,6682,644,Screen Protector,Accessories,1,2023-12-10
5915,6696,1282,Storage Shelf,Furniture,1,2024-01-21
275,4137,346,4K Monitor,Electronics,1,2024-01-17
11960,4667,1239,Wireless Presenter,Electronics,1,2024-10-18
6205,6421,659,Computer Speakers,Electronics,1,2024-03-21
14804,5326,1124,Portable Charger,Accessories,1,2024-08-01
8,5651,1525,Bluetooth Headphones,Electronics,1,2023-11-12
8386,4777,1455,Tablet Stand,Accessories,1,2024-08-04
11955,2178,1055,Tablet Stand,Accessories,1,2024-05-04
8883,9148,358,External SSD,Electronics,1,2024-01-28
10438,3652,680,Kitchen Blender,Home & Kitchen,1,2024-02-24
547,3214,1232,Storage Shelf,Furniture,1,2024-01-20
7619,8161,189,Wireless Presenter,Electronics,1,2024-04-11
500,8341,392,Electric Kettle,Home & Kitchen,1,2024-08-17
3594,1031,1873,Bookshelf,Furniture,1,2024-02-13
9181,3772,1682,Storage Shelf,Furniture,1,2023-12-02
7198,7070,749,Webcam HD,Electronics,1,2024-02-11
